                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.6727,                 1.4701,                0.96991,                0.59893,                0.56019,                0.57127,                0.27048,                 1.8785,                 1.2701,                0.98466,             0.00086857,             0.00086857,             0.00086857
                     22,                 1.7118,                 1.5832,                0.96508,                0.58342,                0.55112,                0.53873,                 0.2386,                 1.8866,                 1.2948,                 1.0036,               0.000812,               0.000812,               0.000812
                     23,                 1.6533,                 1.4251,                0.97319,                0.52004,                0.50463,                0.45114,                0.19925,                 2.0012,                 1.3542,                 1.0076,             0.00075543,             0.00075543,             0.00075543
                     24,                 1.5605,                 1.3307,                0.95967,                 0.5725,                 0.5463,                0.54913,                0.26209,                  1.879,                 1.2601,                 1.0009,             0.00069886,             0.00069886,             0.00069886
                     25,                 1.6835,                 1.3709,                0.98273,                0.54969,                0.56019,                0.55666,                0.25471,                 1.8774,                  1.199,                0.98597,             0.00064229,             0.00064229,             0.00064229
                     26,                 1.6426,                 1.6287,                0.98686,                0.53116,                0.50463,                0.51063,                 0.2467,                 1.8419,                 1.2302,                0.99349,             0.00058571,             0.00058571,             0.00058571
                     27,                 1.6281,                  1.536,                0.99447,                0.54054,                0.48475,                 0.4868,                0.22322,                 1.9409,                 1.3021,                 1.0049,             0.00052914,             0.00052914,             0.00052914
                     28,                 1.5744,                 1.4919,                0.96201,                0.61543,                 0.5463,                0.57891,                0.27022,                 1.8143,                 1.2046,                0.98317,             0.00047257,             0.00047257,             0.00047257
                     29,                 1.5467,                 1.4299,                0.96374,                0.66416,                0.49537,                0.56205,                0.26612,                   1.91,                 1.2398,                0.99438,               0.000416,               0.000416,               0.000416
                     30,                 1.6436,                 1.6421,                0.97679,                0.62672,                0.53633,                0.55914,                0.26135,                  1.916,                 1.2384,                0.99766,             0.00035943,             0.00035943,             0.00035943
                     31,                 1.5438,                 1.4332,                 0.9527,                 0.6093,                0.55556,                0.57698,                 0.2714,                 1.8678,                 1.2139,                0.99302,             0.00030286,             0.00030286,             0.00030286
                     32,                 1.5246,                  1.389,                0.95252,                0.63229,                0.56019,                 0.5646,                0.26608,                 1.8912,                 1.2231,                0.99754,             0.00024629,             0.00024629,             0.00024629
                     33,                 1.5866,                 1.5055,                0.94902,                0.58677,                0.52778,                0.55088,                0.25477,                 1.8978,                 1.2707,                0.98813,             0.00018971,             0.00018971,             0.00018971
                     34,                 1.5664,                 1.4664,                0.94558,                0.59009,                0.52778,                 0.5502,                0.26358,                 1.8615,                  1.253,                0.98517,             0.00013314,             0.00013314,             0.00013314
                     35,                 1.4665,                 1.3045,                0.93944,                 0.6391,                0.53704,                0.56667,                0.26835,                  1.853,                 1.1936,                0.98079,             7.6571e-05,             7.6571e-05,             7.6571e-05
